action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,source,installed,collected,preserved,analyzed,lab_technician,acidity,alkh,ph,s,so4,mg,zn,na,br,al,ca,cl,fe,mn,no3,b,f,k,p,no2,si,cu,sr,analyzing_lab,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,br_flag,al_flag,ca_flag,cl_flag,fe_flag,mn_flag,no3_flag,b_flag,f_flag,k_flag,p_flag,no2_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level,comments,quality_log
,380217,1,2018-05-03,QUADRA,HAKAI,FGS_B,1,4767 OUTLET,50.4994298956315,-124.972300169675,,,GS,,QGRB72,0,,F,,2018-05-03T16:01:43.000Z,2018-05-03T16:01:03.000Z,2018-06-21T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,5.235,,112.2586,,147.29,88.478,391.656,,115.521,3234.841,,13.009,,,3.361,,104.817,13.4197,,1011.441,0.583,7.573,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,380221,1,2018-05-03,QUADRA,HAKAI,FGS_B,1,8395 OUTLET,50.26225585,-125.2383459,,,GS,,QGRB75,0,,F,,2018-05-03T20:37:49.000Z,2018-05-03T20:37:01.000Z,2018-06-21T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,6.915,,395.5265,,456.76,87.077,1718.195,,61.331,2763.767,,37.232,,,4.265,,186.527,15.2917,,1602.678,,10.27,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,380219,1,2018-05-03,QUADRA,HAKAI,FGS_B,1,4745 OUTLET,50.38295134,-125.0524639,,,GS,,QGRB78,0,,F,,2018-05-03T17:25:03.000Z,2018-05-03T17:25:10.000Z,2018-06-21T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.19,,143.672,,120.937,87.061,385.598,,268.743,1393.424,,39.328,,,3.091,,121.851,13.1583,,830.53,0.99,2.86,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,380222,1,2018-05-03,QUADRA,HAKAI,FGS_B,1,9265 OUTLET,50.24265837,-125.1335566,,,GS,,QGRB81,0,,F,,2018-05-03T21:28:27.000Z,2018-05-03T21:28:24.000Z,2018-06-21T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,12.415,,165.0362,,494.848,83.498,1629.415,,123.104,4622.343,,105.183,,,3.933,,184.887,16.0781,,1352.736,0.522,16.568,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-123: No UBC"
,380224,1,2018-05-03,QUADRA,HAKAI,FGS_B,1,9572 OUTLET,50.32047287,-125.2429932,,,GS,,QGRB82,0,,F,,2018-05-03T19:22:24.000Z,2018-05-03T19:22:34.000Z,2018-06-21T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,2.97,,144.55,,238.065,93.129,866.474,,199.705,2074.597,,51.212,,,3.107,,116.208,13.1926,,1202.146,,6.779,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,387714,1,2018-05-15,CALVERT,HAKAI,FGS_R,1,703 OUTLET,51.64853,-128.026062,,,GS,,GRB2716,0,,F,,2018-05-15T16:53:36.000Z,2018-05-15T23:01:55.000Z,2018-08-10T07:00:00.000Z,emily.haughton,,1.645,,140.722,,195.335,2.778,1497.363,,93.061,459.464,,101.503,,,2.84,,140.12,3.325,,683.141,0.657,2.667,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387715,1,2018-05-15,CALVERT,HAKAI,FGS_R,1,708 OUTLET,51.6491990000001,-128.068516,,,GS,,GRB2738,0,,F,,2018-05-15T16:13:07.000Z,2018-05-15T23:18:01.000Z,2018-08-10T07:00:00.000Z,emily.haughton,,,,206.685,,258.61,6.332,1940.668,,182.208,557.45,,162.031,,,3.693,,113.013,5.549,,365.461,,3.1,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387716,1,2018-05-15,CALVERT,HAKAI,FGS_R,1,819 OUTLET,51.6573750000001,-128.042222,,,GS,,GRB2740,0,,F,,2018-05-15T16:32:24.000Z,2018-05-15T23:59:12.000Z,2018-08-10T07:00:00.000Z,emily.haughton,,,,173.45,,339.518,11.551,3150.359,,247.515,674.858,,293.481,,,5.754,,210.207,7.791,,1296.379,0.73,3.608,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387717,1,2018-05-15,CALVERT,HAKAI,FGS_Y,1,KOEYE KR01,51.77597,-127.8086,,,GS,,GRB2746,0,,F,,2018-05-15T19:28:28.000Z,2018-05-16T00:09:49.000Z,2018-08-10T07:00:00.000Z,emily.haughton,,1.86,,163.876,1212,195.293,5.835,924.077,,115.979,954.714,1341,117.192,,,3.444,,151.065,4.191,,736.605,0.579,3.28,NRAL,NA,,NA,,,,,,NA,,,,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata QC'd by RW; 18-11-18"
,388015,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20938 OUTLET,51.646504,-127.504727,,,GS,,GRB2532,0,,F,,2018-05-16T19:03:50.000Z,2018-05-18T19:02:22.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,245.332,,227.031,2.263,1120.69,,230.226,948.787,,257.102,,,2.258,,177.324,7.571,,619.4,0.586,4.327,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387991,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20720 OUTLET,51.53529035,-127.516309,,,GS,,GRB2533,0,,F,,2018-05-16T21:14:17.000Z,2018-05-16T21:51:17.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.315,,,,118.224,7.878,571.179,,85.911,622.593,,63.141,,,2.173,,73.504,4.256,,345.15,,1.794,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387986,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,26812 OUTLET,51.54866346,-127.6017837,,,GS,,GRB2719,0,,F,,2018-05-16T17:07:13.000Z,2018-05-16T17:23:25.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,0.875,,202.966,,315.745,2.633,1763.34,,249.864,598.447,,189.145,6.461,,6.21,,257.577,4.016,,684.45,,5.222,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387992,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20718 OUTLET,51.49256097,-127.5354522,,,GS,,GRB2733,0,,F,,2018-05-16T21:52:59.000Z,2018-05-16T21:52:54.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,5.005,,155.998,,217.692,1.975,706.434,,89,1962.649,,106.295,,,3.98,,148.538,6.649,,621.466,,3.935,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387984,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20952 OUTLET,51.5369943352802,-127.687488561785,,,GS,,GRB2735,0,,F,,2018-05-16T15:47:36.000Z,2018-05-16T15:47:41.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,2.54,,328.741,,393.912,2.218,2442.434,,219.357,1067.229,,389.826,,,4.03,,225.099,7.691,,2419.411,0.78,6.233,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387990,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20726 OUTLET,51.62404,-127.4754,,,GS,,GRB2736,0,,F,,2018-05-16T20:15:27.000Z,2018-05-16T20:15:18.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,2.175,,240.924,,245.889,2.772,1392.854,,257.939,1115.741,,322.868,,,3.824,,203.495,6.168,,1361.563,,3.522,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387987,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20940 OUTLET,51.64135546,-127.5495886,,,GS,,GRB2737,0,,F,,2018-05-16T18:20:50.000Z,2018-05-16T18:20:04.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,0.865,,112.193,,115.582,2.293,819.815,,92.937,387.813,,43.114,,,2.252,,74.461,2.698,,429.606,,1.54,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387985,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20947 OUTLET,51.55613009,-127.6145751,,,GS,,GRB2739,0,,F,,2018-05-16T16:31:59.000Z,2018-05-16T16:31:25.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,232.318,,174.471,1.823,1139.807,,200.877,414.292,,159.352,,,2.74,,126.293,5.387,,1242.87,1.185,1.573,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387983,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20954 OUTLET,51.5376489321787,-127.746600987023,,,GS,,GRB2741,0,,F,,2018-05-16T15:07:43.000Z,2018-05-16T15:07:40.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.29,,242.689,,320.684,1.998,1589.405,,217.704,985.261,,112.623,4.865,,3.404,,177.337,4.014,,726.877,0.67,3.171,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387988,1,2018-05-16,CALVERT,HAKAI,FGS_R,1,20727 OUTLET,51.6312396935156,-127.451700608435,,,GS,,GRB2742,0,,F,,2018-05-16T19:48:59.000Z,2018-05-18T19:48:46.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.66,,,,104.632,2.31,585.571,,101.477,910.819,,33.211,,,2.631,,85.979,4.892,,591.525,,2.04,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387980,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20747 OUTLET,51.66678284,-127.312707,,,GS,,GRB2549,0,,F,,2018-05-17T22:35:14.000Z,2018-05-17T22:35:14.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.89,,166.162,,91.895,2.298,463.661,,66.959,718.881,,23.586,,,1.018,,78.814,28.994,,482.882,,2.675,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387976,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20623 OUTLET,51.3950262,-127.7073025,,,GS,,GRB2563,0,,F,,2018-05-17T17:34:07.000Z,2018-05-17T17:34:42.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.31,,305.845,,315.676,3.796,2178.862,,282.534,670.615,,310.201,4.681,,3.744,,145.516,7.535,,490.086,,4.185,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW
,387981,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20722 OUTLET,51.568533,-127.514507,,,GS,,GRB2707,0,,F,,2018-05-18T00:23:57.000Z,2018-05-18T00:23:17.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,3.255,,213.069,,164.753,3.099,579.065,,101.424,1230.275,,66.608,,,,,145.195,5.334,,581.29,0.956,3.948,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,BDL,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387974,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20612 OUTLET,51.36568455,-127.7680586,,,GS,,GRB2713,0,,F,,2018-05-17T16:15:55.000Z,2018-05-17T16:15:23.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,0.715,,282.311,,286.828,4.577,3167.05,,326.687,608.195,,707.465,,,5.167,,127.071,16.66,,2410.039,0.882,3.481,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387979,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20771C OUTLET,51.73,-127.33,,,GS,,GRB2724,0,,F,,2018-05-17T21:11:24.000Z,2018-05-17T21:11:31.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,5.2,,457.752,,158.413,2.269,441.428,,36.854,1980.922,,26.722,,,5.977,,404.889,3.614,,590.163,0.587,5.186,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387975,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20613 OUTLET,51.3762457250066,-127.746844813194,,,GS,,GRB2728,0,,F,,2018-05-17T16:53:28.000Z,2018-05-17T16:53:11.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,10.495,,306.675,,741.034,1.672,3469.106,,127.451,2763.949,,463.129,,,7.726,,361.325,9.326,,3235.55,0.708,11.385,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387978,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20771K OUTLET,51.75,-127.33,,,GS,,GRB2729,0,,F,,2018-05-17T20:34:11.000Z,2018-05-17T20:34:23.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,7.265,,413.053,,205.661,1.905,472.448,,38.482,2955.028,,36.964,,,2.82,,467.55,3.451,,661.367,0.689,5.606,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387977,1,2018-05-17,CALVERT,HAKAI,FGS_R,1,20643 OUTLET,51.46599077,-127.5814722,,,GS,,GRB2730,0,,F,,2018-05-17T18:19:50.000Z,2018-05-17T18:19:48.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,266.84,,206.754,3.364,1221.221,,269.306,487.082,,178.662,,,2.842,,113.819,5.825,,661.678,0.904,2.613,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,387982,1,2018-05-18,CALVERT,HAKAI,FGS_R,1,20741 OUTLET,51.65092098,-127.355236,,,GS,,GRB2725,0,,F,,2018-05-18T17:59:31.000Z,2018-05-18T17:59:52.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,2.215,,106.045,,205.436,58.882,568.098,,93.73,2665.131,,20.416,,,2.331,,116.545,7.44,,623.562,0.607,3.961,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW
,405236,1,2018-05-28,CALVERT,HAKAI,FGS,1,626 OUTLET,51.641718,-128.120582,,,,,GRB2437,0,,F,,2018-05-28T18:45:57.000Z,2018-05-28T20:44:59.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,,,213.139,1070,364.253,22.614,2681.966,,165.122,923.505,4198,358.914,,,7.71,,197.347,8.236,,483.723,0.766,5.121,NRAL,NA,BDL,NA,,,,,,NA,,,,AV,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: 6 ml of water removed; not dumped2: Event metadata QCd by BF3: Fe QC by KS4: Sample dumped out5: Sample was warmed to room temperature after acidification"
,405237,1,2018-05-28,CALVERT,HAKAI,FGS,1,693 OUTLET,51.647923,-127.996399,,,,,GRB2438,0,,F,,2018-05-28T15:43:17.000Z,2018-05-28T19:39:52.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,,,167.841,1157,211.751,12.802,1480.152,,145.549,611.449,2364,72.409,,,4.445,,167.334,8.37,,363.097,0.724,2.536,NRAL,NA,BDL,NA,,,,,,NA,,,,AV,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR4: Sample water collected about 15 feet from usual location; (in the large pool area)"
,405238,1,2018-05-28,CALVERT,HAKAI,FGS,1,703 OUTLET,51.64853,-128.026062,,,,,GRB2439,0,,F,,2018-05-28T16:27:50.000Z,2018-05-28T21:27:57.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,0.71,,154.73,899,260.25,13.256,1592.5,,246.63,844.258,2282,228.513,,,3.122,,118.303,7.534,,683.687,0.749,3.67,NRAL,NA,,NA,,,,,,NA,,,,AV,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR"
,405239,1,2018-05-28,CALVERT,HAKAI,FGS,1,708 OUTLET,51.6491990000001,-128.068516,,,,,GRB2440,0,,F,,2018-05-28T17:12:29.000Z,2018-05-28T21:13:22.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,,,161.032,785,348.312,10.54,2140.767,,281.581,784.553,2751,289.601,,,4.196,,109.704,6.661,,874.974,0.525,4.43,NRAL,NA,BDL,NA,,,,,,NA,,,,AV,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR"
,405240,1,2018-05-28,CALVERT,HAKAI,FGS,1,819 OUTLET,51.6573750000001,-128.042222,,,,,GRB2441,0,,F,,2018-05-28T16:51:01.000Z,2018-05-28T21:01:04.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,,,198.631,756,405.346,13.116,2441.549,,335.84,905.438,3260,441.808,5.002,,3.599,,104.81,7.781,,1027.606,0.596,5.006,NRAL,NA,BDL,NA,,,,,,NA,,,,AV,,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR"
,405241,1,2018-05-28,CALVERT,HAKAI,FGS,1,844 OUTLET,51.6581830000001,-128.002068,,,,,GRB2442,0,,F,,2018-05-28T16:00:48.000Z,2018-05-28T20:39:08.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,,,208.388,880,403.625,12.988,2331.681,,370.006,991.331,3121,331.635,4.747,,3.408,,130.347,17.167,,1290.697,1.186,4.896,NRAL,NA,BDL,NA,,,,,,NA,,,,AV,,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR"
,405242,1,2018-05-28,CALVERT,HAKAI,FGS,1,1015 OUTLET,51.690527,-128.067788,,,,,GRB2443,0,,F,,2018-05-28T18:02:21.000Z,2018-05-29T20:02:28.000Z,2018-08-14T07:00:00.000Z,brent.rayner;bryn.fedje,,1.155,,266.877,1415,439.825,21.85,2943.918,,302.188,1351.814,4002,482.206,,,3.555,,172.506,6.976,,757.548,1,5.114,NRAL,NA,,NA,,,,,,NA,,,,AV,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Fe QC by KS3: Sample metadata Qc'd by BR"
,406156,1,2018-05-31,CALVERT,HAKAI,FGS_R,1,WANNOCK WR01,51.679021,-127.234528,,,GS,,GRB2444,0,,F,,2018-05-31T17:40:59.000Z,2018-05-31T17:40:42.000Z,2018-08-10T07:00:00.000Z,bryn.fedje,,11.16,,755.303,3005,499.132,3.938,1158.198,,49.461,5218.964,674,96.58,,,21.123,,733.867,1666956,,1736.022,1.565,19.159,NRAL,NA,SVC,NA,,,,,,NA,,,,,BDL,NA,,NA,,SVC,NA,,,,Results,Technicianm,,"1: Event metadata QCd by BF2: Metadata qc'd by RW3: Sample metadata Qc'd by BR4: Suspected contamintation of the sample by H3PO4."
,415164,1,2018-05-31,QUADRA,HAKAI,FGS_B,1,8407 OUTLET,50.139409,-125.220507,,,GS,,QGRB95,0,,F,,2018-05-31T17:48:38.000Z,2018-05-31T19:11:25.000Z,2018-08-10T07:00:00.000Z,isabelle.desmarais;rob.white,,47.675,,962.806,,866.861,34.195,3869.73,,45.964,17051.054,,14.612,,,6.868,,500.904,8.896,,2740.034,,86.15,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: First time site has been sampled2: Metadata qc'd by RW; 18-11-12"
,415163,1,2018-05-31,QUADRA,HAKAI,FGS_B,1,HYACINTHE HYAC1,50.133383,-125.254017,,,GS,,QGRB96,0,,F,,2018-05-31T17:04:54.000Z,2018-05-31T17:10:59.000Z,2018-08-10T07:00:00.000Z,isabelle.desmarais;rob.white,,19.79,,626.952,,1488.244,35.577,4596.888,,46.157,5518.404,,49.582,,,30.589,,202.303,6.555,,2045.903,0.711,16.739,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,406168,1,2018-06-02,QUADRA,HAKAI,FGS_B,1,HOMATHKO HOMA1,50.95302393,-124.8682698,,,GS,,QGRB111,0,,F,,2018-06-02T16:23:22.000Z,2018-06-02T20:02:16.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;maartje.korver;rob.white,,18.095,,1879.381,,821.302,79.213,1014.983,,225.811,7321.148,,160.248,6.376,,12.191,,905.13,16.944,,1341.468,1.291,61.935,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,406169,1,2018-06-02,QUADRA,HAKAI,FGS_B,1,CAMPCREEK WATERINTAKE,50.954283,-124.8647,,,GS,,QGRB113,0,,F,,2018-06-02T16:38:47.000Z,2018-06-02T20:03:23.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;maartje.korver;rob.white,,2.92,,191.604,,144.72,61.888,230.834,,124.136,1648.083,,90.791,,,6.065,,380.363,10.006,,637.889,1.523,4.994,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,406167,1,2018-06-02,QUADRA,HAKAI,FGS_B,1,HOMATHKO HOMA3,50.9894678,-124.918908,,,GS,,QGRB84,0,,F,,2018-06-02T15:37:19.000Z,2018-06-02T20:01:11.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;maartje.korver;rob.white,,18.445,,1856.46,,816.815,60.404,917.669,,236.598,7955.666,,152.817,5.751,,10.899,,887.777,11.105,,1432.074,1.333,63.147,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,406170,1,2018-06-02,QUADRA,HAKAI,FGS_B,1,SOUTHGATE SGTE3,,,,,GS,,QGRB87,0,,F,,2018-06-02T18:43:13.000Z,2018-06-02T20:02:38.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;maartje.korver;rob.white,,9.285,,1198.326,,314.936,59.506,706.28,,181.823,4428.211,,142.933,4.52,,5.582,,901.824,13.939,,1136.499,1.14,18.873,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,406171,1,2018-06-02,QUADRA,HAKAI,FGS_B,1,TEAQUAHAN TEAQ2,50.94805001,-124.8202371,,,GS,,QGRB99,0,,F,,2018-06-02T18:14:53.000Z,2018-06-02T20:01:57.000Z,2018-08-10T07:00:00.000Z,emily.haughton;isabelle.desmarais;maartje.korver;rob.white,,6.01,,421.565,,219.649,61.023,439.267,,137.815,2871.465,,82.363,,,7.13,,503.04,8.024,,1091.438,1.318,8.861,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata qc'd by RW2: Metadata qc'd by RW; 18-11-12"
,407652,1,2018-06-09,CALVERT,HAKAI,FGS_R,1,20741 OUTLET,51.65092098,-127.355236,,,GS,,GRB2562,0,,F,,2018-06-09T22:53:39.000Z,2018-06-11T22:53:24.000Z,2018-08-10T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.8,,248.071,,142.28,2.269,559.115,,158.739,838.238,,132.316,,,4.197,,102.101,4.966,,1056.215,,3.224,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Anna bishop helped sample as well. Conductivity readings were drifting thru-out survey2: Metadata qc'd by RW"
,407649,1,2018-06-09,CALVERT,HAKAI,FGS_R,1,20938 OUTLET,51.646504,-127.504727,,,GS,,GRB2748,0,,F,,2018-06-09T21:15:35.000Z,2018-06-09T21:32:21.000Z,2018-08-10T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,0.775,,419.981,,266.058,2.588,869.315,,321.433,951.321,,381.756,,,6.263,,155.033,6.093,,1121.545,,5.218,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Anna bishop helped sample as well. Conductivity readings were drifting thru-out survey2: Metadata qc'd by RW"
,407647,1,2018-06-09,CALVERT,HAKAI,FGS_R,1,26812 OUTLET,51.54866346,-127.6017837,,,GS,,GRB2751,0,,F,,2018-06-09T17:37:18.000Z,2018-06-09T17:37:39.000Z,2018-08-10T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,394.846,,316.908,3.838,1397.363,,312.852,753.118,,251.13,6.391,,7.521,,207.376,4.064,,1012.283,,5.618,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Anna bishop helped sample as well. Conductivity readings were drifting thru-out survey2: Metadata qc'd by RW"
